title,editor,author,contributor,shelfmark,page,place of publishing,year of publishing,issuance,identifier,licence,geographic place,city,risorsa
Palermo – Finestra del Palazzo Arcivescovile decorata da A. Gaggini,"G. Pedone Lauriel, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,104,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (104),CC BY SA 4.0,"Palazzo Arcivescovile, Palermo",Palermo,42635726641
Palermo - Palazzo d'Orleans,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,144,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (144),CC BY SA 4.0,"Palazzo d'Orleans, Villa d'Orleans, Palermo",Palermo,42641377264
Palermo - Palazzo Butera,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,154,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (154),CC BY SA 4.0,"Palazzo Butera, Palermo",Palermo,42641776674
Palermo – Villa Pietratagliata, ,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,160,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (160),CC BY SA 4.0,"Villa Pietratagliata, via Malaspina, Palermo",Palermo,42642198254
Palermo - Villino D'Aguanno,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,172,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (172),CC BY SA 4.0,"villino D'Aguanno, Montepellegrino, Palermo",Palermo,42701568985
Palermo – Palazzo Sclafani – Trionfo della Morte,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,107,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (107),CC BY SA 4.0,"Palazzo Sclafani, Palermo",Palermo,42741068722
Palermo - Palazzo Aiutami Christo,"Dr. Trenkler Co, Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,111,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (111),CC BY SA 4.0,"Palazzo Ajutamicristo, Palermo",Palermo,42791026301
Palermo – Piazza Marina - Palazzo Galletti di S. Cataldo,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,114,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (114),CC BY SA 4.0,"Palazzo Galletti, Palermo",Palermo,42791185291
Palermo – Palazzo Duca Fici, ,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,163,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (163),CC BY SA 4.0,"Palazzo Duca Fici, corso Calatafimi, Palermo",Palermo,42866314934
Palermo – Villino Caruso (via Lolli) – Arch. Filippo La Porta, ,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,164,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (164),CC BY SA 4.0,"Villino Caruso, via Lolli, Palermo",Palermo,42866416784
Palermo – Villino Caruso (via Lolli) – Arch. Filippo La Porta, ,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,167,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (167),CC BY SA 4.0,"Villino Caruso, via Lolli, Palermo",Palermo,42866795254
Palermo - Villino Vincenzo,"L. Sandron, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,180,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (180),CC BY SA 4.0,"Villino Florio, Palermo",Palermo,42874483775
